id_entidad,entidad_norm,nit_entidad,departamento,ciudad,orden,sector
940,INSTITUTO DE MOVILIDAD DE PEREIRA,816000558,Risaralda,Pereira,Territorial,Transporte
941,SENA REGIONAL AMAZONAS,8999990341,Amazonas,Leticia,Nacional,Trabajo
942,ESE HOSPITAL LOCAL DE SUCRE SANTANDER,804008746,Santander,Sucre,Territorial,Salud y Protección Social
943,MUNICIPIO DE DABEIBA,890980094,Antioquia,Dabeiba,Territorial,No aplica/No pertenece
944,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE ARMENIA SITIO OFICIAL,8900034195,Quindío,Armenia,Territorial,deportes
945,ALCALDIA MUNICIPIO DE PUERTO LOPEZ META,892099325,Meta,Puerto López,Territorial,No aplica/No pertenece
946,PERSONERIA MUNICIPAL DE YUMBO,805000348,Valle del Cauca,No Definido,Territorial,No aplica/No pertenece
947,ALCALDIA MUNICIPAL DE YOTOCO,800100531,Valle del Cauca,Yotoco,Territorial,Servicio Público
948,FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL BAGRE FOVIS,800239510,No Definido,No Definido,Territorial,"Vivienda, Ciudad y Territorio"
949,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE RISARALDA E S E,890801235,Caldas,Risaralda,Territorial,Salud y Protección Social
950,UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLAR ALIMENTOS PARA APRENDER,901377527,Distrito Capital de Bogotá,Bogotá,Nacional,Educación Nacional
951,INSTITUTO MUNICIPAL DE VIVIENDA DE INTERES SOCIAL CAJICA,900132308,Cundinamarca,Cajicá,Territorial,"Vivienda, Ciudad y Territorio"
952,MUNICIPIO DE GUATAPE,890983830,Antioquia,Guatape,Territorial,No aplica/No pertenece
953,ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,891900443,Valle del Cauca,Andalucía,Territorial,Servicio Público
954,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA SUROCCIDENTE,899999027,Valle del Cauca,Cali,Nacional,Información Estadística
955,DIRECCION ANTISECUESTRO Y ANTIEXTORSION,8300532273,Distrito Capital de Bogotá,No Definido,Nacional,Servicio Público
956,INSTITUCION EDUCATIVA SIMON BOLIVAR,800104342,Arauca,Arauca,Territorial,Educación Nacional
957,AEROPUERTO OLAYA HERRERA,800157073,Antioquia,Medellín,Territorial,Transporte
958,CORPORACION AUTONOMA REGIONAL DE SUCRE,823000050,Sucre,Sincelejo,Territorial,Ambiente y Desarrollo Sostenible
959,INDERBU,804002166,Santander,Bucaramanga,Territorial,deportes
960,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO LOTERIA DE CUCUTA,890500641,Norte de Santander,Cúcuta,Territorial,Industria
961,INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE SOACHA,832000906,Cundinamarca,Soacha,Territorial,deportes
962,INTRAPITALITO,900522279,Huila,Pitalito,Territorial,Transporte
963,ALCALDIA MUNICIPIO DE NOCAIMA,899999718,Cundinamarca,Nocaima,Territorial,Servicio Público
964,MUNICIPIO DE VENECIA ANTIOQUIA,890980764,Antioquia,Venecia,Territorial,No aplica/No pertenece
965,FISCALIA GENERAL DE LA NACION REGIONAL PACIFICO,800187575,Valle del Cauca,No Definido,Nacional,Ley de Justicia
966,EMPUMELGAR,809001720,Tolima,Melgar,Territorial,Servicio Público
967,MUNICIPIO DE URIBIA,892115155,La Guajira,Uribia,Territorial,Servicio Público
968,DIRECCION EJECUTIVA SECCIONAL RIOHACHA,800165865,La Guajira,Riohacha,Nacional,Ley de Justicia
969,MUNICIPIO DE SAN LUIS,890984376,Antioquia,San Luis,Territorial,Servicio Público
970,INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL DE BUCARAMANGA,804014968,Santander,Bucaramanga,Territorial,Trabajo
971,ALCALDIA MUNICIPIO BURITICA,890983808,Antioquia,Buriticá,Territorial,Servicio Público
972,IET FELIX TIBERIO GUZMAN,800108475,Tolima,Espinal,Territorial,Educación Nacional
973,INSTITUCION EDUCATIVA CHENCHE BALSILLAS DEL MUNICIPIO DE COYAIMA,900053904,No Definido,No Definido,Territorial,Educación Nacional
974,INSTITUTO DE CASAS FISCALES DE EJERCITO,860041247,Distrito Capital de Bogotá,No Definido,Nacional,defensa
975,ALCALDIA DE EL PENOL,890980917,Antioquia,Peñol,Territorial,Servicio Público
976,MUNICIPIO DE CISNEROS,890910913,Antioquia,Cisneros,Territorial,Servicio Público
977,ALCALDIA DE VILLAGARZON,800054249,Putumayo,Villagarzón,Territorial,Servicio Público
978,MUNICIPIO DE EL GUAMO TOLIMA,890702015,Tolima,Guamo,Territorial,No aplica/No pertenece
979,IDUVI,900806301,Cundinamarca,Chía,Territorial,"Vivienda, Ciudad y Territorio"
980,UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,900034608,Arauca,No Definido,Territorial,Salud y Protección Social
981,CONTADURIA GENERAL DE LA NACION,830025406,Distrito Capital de Bogotá,No Definido,Nacional,Hacienda y Crédito Público
982,PERSONERIA MUNICIPAL DE SOLEDAD,802000218,Atlántico,Soledad,Territorial,Servicio Público
983,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC DIRECCION REGIONAL OCCIDENTE,805008452,Valle del Cauca,Cali,Nacional,Ley de Justicia
984,INSTITUCION EDUCATIVA DISTRITAL MANUELA AYALA DE GAITAN,800136287,No Definido,No Definido,Territorial,Educación Nacional
985,MUNICIPIO DE CUCUNUBA,899999406,Cundinamarca,Cucunubá,Territorial,No aplica/No pertenece
986,ALCALDIA DE BUSBANZA BOYACA,800099714,Boyacá,No Definido,Territorial,No aplica/No pertenece
987,GESTORA URBANA BANCO INMOBILIARIO DE IBAGUE,809009742,Tolima,Ibagué,Territorial,"Vivienda, Ciudad y Territorio"
988,HOSPITAL SAN RAFAEL DE EL ESPINAL TOLIMA E S E,890701033,Tolima,Espinal,Territorial,Salud y Protección Social
989,CONTRALORIA CALI,800217831,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
990,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SENORA DEL PILAR ESE,900192678,Nariño,Aldana,Territorial,Servicio Público
991,DEPARTAMENTO DEL VALLE DEL CAUCA SECRETARIA DE GESTION DEL RIESGO DE DESASTRES,8903990295,Valle del Cauca,Cali,Territorial,"Vivienda, Ciudad y Territorio"
992,HOSPITAL JORGE ISAAC RINCON TORRES,824000543,Cesar,La Jagua De Ibirico,Nacional,defensa
993,MUNICIPIO DE FUNZA ALCALDIA DE FUNZA,899999433,Cundinamarca,Funza,Territorial,Servicio Público
994,CENTRO CULTURAL BACATA,832006487,Cundinamarca,Funza,Territorial,Servicio Público
995,SENA REGIONAL VALLE GRUPO ADMINISTRATIVO CBI,899999034,Valle del Cauca,Palmira,Nacional,Trabajo
996,INSTITUCION EDUCATIVA JOSE MARIA CARBONELL,890703044,Tolima,San Antonio,Territorial,Educación Nacional
997,SERVICIO NACIONAL DE APRENDIZAJE SENA MAGDALENA,8999990341,Magdalena,Santa Marta,Nacional,Trabajo
998,DESARROLLO INSTITUCIONAL ALCALDIA DE TULUA,8919002721,Valle del Cauca,Tuluá,Territorial,Servicio Público
999,ALCALDIA MUNICIPAL DE IZA,891856077,Boyacá,Iza,Territorial,Servicio Público
1000,ALCALDIA DEL MUNICIPIO DE SANTUARIO RISARALDA,891480034,Risaralda,No Definido,Territorial,Servicio Público
1001,CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA INTELIGENCIA,800131292,Cundinamarca,No Definido,Nacional,defensa
1002,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,899999050,Distrito Capital de Bogotá,No Definido,Nacional,Trabajo
1003,MUNICIPIO DE AMAGA,890981732,Antioquia,Amagá,Territorial,No aplica/No pertenece
1004,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,829001846,No Definido,No Definido,Territorial,Salud y Protección Social
1005,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,891380089,Valle del Cauca,Guacarí,Territorial,No aplica/No pertenece
1006,INSTITUTO DE CULTURA Y BELLAS ARTES DE DUITAMA,800110187,No Definido,No Definido,Territorial,Cultura
1007,MUNICIPIO DE CURILLO,800095757,Caquetá,Curillo,Territorial,Servicio Público
1008,CONTRALORIA MUNICIPAL DE TUNJA,800107701,Boyacá,Tunja,Territorial,Servicio Público
1009,EMPRESA SOCIAL DEL ESTADO E S E HOSPITAL LA MILAGROSA,890702476,Tolima,Villarrica,Territorial,Salud y Protección Social
1010,INSTITUTO DE FOMENTO Y DESARROLLO DE BOYACA,891800462,Boyacá,Tunja,Territorial,Hacienda y Crédito Público
1011,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E S E OFICIAL,900971006,Distrito Capital de Bogotá,No Definido,Territorial,Salud y Protección Social
1012,INSTITUTO DISTRITAL DE GESTION DE RIESGOS Y CAMBIO CLIMATICO IDIGER,800154275,Distrito Capital de Bogotá,Bogotá,Territorial,Ambiente y Desarrollo Sostenible
1013,ICBF REGIONAL AMAZONAS,899999239,Amazonas,Leticia,Nacional,Salud y Protección Social
1014,MUNICIPIO DE SOMONDOCO,800029826,Boyacá,Somondoco,Territorial,Servicio Público
1015,CONCEJOBARRANCA,829001276,Santander,Barrancabermeja,Territorial,No aplica/No pertenece
1016,ALCALDIA MUNICIPIO DE QUIBDO,891680011,Chocó,Quibdó,Territorial,Servicio Público
1017,HOSPITAL SAN JUAN CRISOSTOMO,8240004722,Cesar,González,Corporación Autónoma,Salud y Protección Social
1018,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL CARMEN 1,8909821018,Antioquia,Amalfi,Territorial,Salud y Protección Social
1019,MUNICIPIO DE FLORENCIA,800095728,Caquetá,Florencia,Territorial,No aplica/No pertenece
1020,SECRETARIA DE MOVILIDAD CONTEMPORANEA,899999114,Distrito Capital de Bogotá,No Definido,Territorial,Transporte
1021,INSTITUTO DISTRITAL DE PROTECCION Y BIENESTAR ANIMAL,901097324,Distrito Capital de Bogotá,Bogotá,Territorial,Salud y Protección Social
1022,ASAMBLEA DEPARTAMENTAL DEL TOLIMA,809000799,Tolima,Ibagué,Territorial,Servicio Público
1023,MUNICIPIO DE RAMIRIQUI,891801280,Boyacá,Ramiriquí,Territorial,Servicio Público
1024,CIDTCA,9008377764,Nariño,Pasto,Nacional,Ciencia Tecnología
1025,CASANARE CONCEJO MUNICIPIO DE TAURAMENA,844000034,Casanare,Tauramena,Territorial,No aplica/No pertenece
1026,MUNICIPIO DE MOTAVITA,891801994,Boyacá,Motavita,Territorial,Servicio Público
1027,PERSONERIA MUNICIPAL DE GIRON,804008916,Santander,Girón,Territorial,Servicio Público
1028,MUNICIPIO DE VILLA DE LEYVA,891801268,Boyacá,Villa De Leyva,Territorial,Servicio Público
1029,ALCALDIA MUNICIPIO DE CALARCA,890000441,Quindío,Calarca,Territorial,No aplica/No pertenece
1030,DIRECCION DE INVESTIGACION CRIMINAL E INTERPOL,800141338,Distrito Capital de Bogotá,No Definido,Nacional,defensa
1031,COMANDO AEREO DE COMBATE NO 1,800141624,No Definido,No Definido,Nacional,No aplica/No pertenece
1032,ALCALDIA MUNICIPIO DE RIONEGRO,890204646,Santander,Rionegro,Territorial,No aplica/No pertenece
1033,SUCRE E S E CENTRO DE SALUD SAMPUES,900208532,Sucre,Sampués,Territorial,Salud y Protección Social
1034,GOBERNACION DEL VALLE SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,890399029,Valle del Cauca,No Definido,Territorial,No aplica/No pertenece
1035,ASOCIACION DE MUNICIPIOS DEL CATATUMBO PROVINCIA DE OCANA Y SUR DEL CESAR,800244263,No Definido,No Definido,Territorial,Servicio Público
1036,INSTITUTO DE ATENCION A LA FAMILIA,8908042569,Caldas,Manizales,Territorial,Servicio Público
1037,PERSONERIA MUNICIPAL DE POPAYAN,8170050189,Cauca,Popayán,Territorial,Ley de Justicia
1038,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO TERMINAL DE TRANSPORTE DE APARTADO,811042797,Antioquia,Apartadó,Territorial,Industria
1039,CONCEJO MUNICIPAL GUACHETA,899999362,Cundinamarca,Guachetá,Territorial,Servicio Público
1040,CONSEJO PROFESIONAL NACIONAL DE INGENIERIA,800214417,Distrito Capital de Bogotá,No Definido,Nacional,No aplica/No pertenece
1041,MUNICIPIO DE MARQUETALIA,890801147,Caldas,Marquetalia,Territorial,Servicio Público
1042,SANTIAGO DE CALI DISTRITO ESPECIAL SECRETARIA DE INFRAESTRUCTURA,890399011,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
1043,ESE CENTRO DE SALUD DE ZETAQUIRA,820002715,Boyacá,Zetaquira,Territorial,Salud y Protección Social
1044,INSTITUTO DE FINANCIAMIENTO PROMOCION Y DESARROLLO DE MANIZALES INFI MANIZALES,890801059,Caldas,Manizales,Territorial,Servicio Público
1045,MUNICIPIO SAN JUAN NEPOMUCENO,800037175,Bolívar,San Juan Nepomuceno,Territorial,Servicio Público
1046,GOBERNACION DE SUCRE,892280021,Sucre,Sincelejo,Territorial,No aplica/No pertenece
1047,POLICIA METROPOLITANA DE IBAGUE,900486439,Tolima,No Definido,Nacional,defensa
1048,ESE HOSPITAL FRANCISCO ELADIO BARRERA,890905097,Antioquia,Don Matías,Territorial,Salud y Protección Social
1049,MUNICIPIO DE SIMIJACA1,899999384,Cundinamarca,Simijaca,Territorial,Servicio Público
1050,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE BARRANQUILLA,800165799,Atlántico,Barranquilla,Nacional,Ley de Justicia
1051,UMAYOR,890480054,Bolívar,Cartagena,Territorial,Educación Nacional
1052,MUNICIPIO DE COGUA,899999466,Cundinamarca,Cogua,Territorial,Servicio Público
1053,INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA IDEA,8909801792,Antioquia,No Definido,Territorial,Servicio Público
1054,FONDO ROTATORIO DE LA VIVIENDA PARA LOS TRABAJADORES DE LA INDUSTRIA LICORERA DE CALDAS,890802585,Caldas,Manizales,Territorial,"Vivienda, Ciudad y Territorio"
1055,MUNICIPIO DE PAIPA,891801240,Boyacá,No Definido,Territorial,Servicio Público
1056,EMPRESA AUTONOMA DE EL PENOL,901537748,Antioquia,Peñol,Territorial,No aplica/No pertenece
1057,ARMADA NACIONAL BATALLON DE COMANDO Y APOYO DE INFANTERIA DE MARINA NO 4,800141667,Nariño,Tumaco,Nacional,defensa
1058,EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,890270833,Santander,Barrancabermeja,Territorial,"Vivienda, Ciudad y Territorio"
1059,CONCEJO DE MANIZALES,810005966,Caldas,Manizales,Territorial,Servicio Público
1060,GOBERNACION DE LA GUAJIRA,8921150151,La Guajira,Riohacha,Territorial,Servicio Público
1061,MUNICIPIO EL CARMEN DE VIBORAL,890982616,Antioquia,El Carmen De Viboral,Territorial,Servicio Público
1062,INSTITUTO FINANCIERO PARA EL DESARROLLO DEL HUILA,891180213,Huila,No Definido,Territorial,Hacienda y Crédito Público
1063,SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CGAO,899999034,Santander,Vélez,Nacional,Trabajo
1064,BIORGANICOS DEL SUR DEL HUILA,813001950,Huila,Pitalito,Nacional,Ambiente y Desarrollo Sostenible
1065,MUNICIPIO DE FLORIDA,800100519,Valle del Cauca,Florida,Territorial,No aplica/No pertenece
1066,MUNICIPIO DE EBEJICO,890983664,Antioquia,Ebéjico,Territorial,Servicio Público
1067,MUNICIPIO DE TASCO,891856131,Boyacá,Tasco,Territorial,Servicio Público
1068,INSTITUCION EDUCATIVA SANTA TERESA,800200115,Tolima,Líbano,Territorial,Educación Nacional
1069,CONCEJO MUNICIPAL CHIA,900233350,Cundinamarca,Chía,Territorial,No aplica/No pertenece
1070,INSTITUTO DE DEPORTE RECREACION Y ACTIVIDAD FISICA,8240005548,Cesar,Valledupar,Territorial,deportes
1071,EMPRESAS PUBLICAS MUNICIPALES DE MALAGA,890205049,No Definido,No Definido,Territorial,Ambiente y Desarrollo Sostenible
1072,CENTRO EDUCATIVO SANTA TERESA,844004959,Casanare,Yopal,Territorial,Educación Nacional
1073,HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,890801099,Caldas,Manizales,Territorial,Salud y Protección Social
1074,ALCALDIA MUNICIPAL DE LA JAGUA DE IBIRICO,800108683,Cesar,La Jagua De Ibirico,Territorial,Servicio Público
1075,DEPARTAMENTO DEL VALLE DEL CAUCA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,890399029,Valle del Cauca,Cali,Territorial,Hacienda y Crédito Público
1076,ESE HOSPITAL PILOTO JAMUNDI,890306950,Valle del Cauca,No Definido,Territorial,No aplica/No pertenece
1077,ALCALDIA LOCAL DE TEUSAQUILLO OFICIAL,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
1078,CONCEJO MUNICIPAL DE VILLAVICENCIO,800104048,Meta,Villavicencio,Territorial,Servicio Público
1079,ALCALDIA MUNICIPIO DE SANTANDER DE QUILICHAO,891500269,Cauca,Santander De Quilichao,Territorial,No aplica/No pertenece
1080,ALCALDIA DE HONDA,800100058,Tolima,Honda,Territorial,No aplica/No pertenece
1081,SENA REGIONAL CHOCO GRUPO DE APOYO ADMINISTRATIVO MIXTO,899999034,Chocó,Quibdó,Nacional,Trabajo
1082,ANSV,9008529985,Distrito Capital de Bogotá,Bogotá,Nacional,Transporte
1083,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO REGIONAL NOROESTE,811011575,Antioquia,Medellín,Nacional,Ley de Justicia
1084,INSTITUCION EDUCATIVA MUNICIPAL CIUDADELA EDUCATIVA DE PASTO,814001128,No Definido,No Definido,Territorial,Educación Nacional
1085,PERSONERIA MUNICIPAL DE PUERTO GAITAN META,822002156,Meta,Puerto Gaitán,Territorial,No aplica/No pertenece
1086,ALCALDIA LOCAL DE USME,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
1087,ALCALDIA DE BECERRIL CESAR,800096576,Cesar,Becerril,Territorial,No aplica/No pertenece
1088,MUNICIPIO DE GUAYATA,891800896,No Definido,No Definido,Territorial,Servicio Público
1089,CONCEJO MUNICIPAL DE GIRARDOT,808002619,Cundinamarca,Girardot,Territorial,No aplica/No pertenece
1090,HOSPITAL CARLOS TORRENTE LLANO E S E,890701543,No Definido,No Definido,Territorial,Salud y Protección Social
1091,ALCALDIA MUNICIPIO DE MANI 1,800008456,Casanare,Maní,Territorial,Servicio Público
1092,MUNICIPIO DE DONMATIAS,890984043,Antioquia,Don Matías,Territorial,No aplica/No pertenece
1093,HOSPITAL ESPECIALIZADO GRANJA INTEGRAL EMPRESA SOCIAL DEL ESTADO DE LERIDA TOLIMA,800116719,Tolima,Lérida,Territorial,Salud y Protección Social
1094,CONTRALORIA GENERAL DEL DEPARTAMENTO DE SUCRE,892280017,Sucre,Sincelejo,Territorial,Servicio Público
1095,IDS,890500890,Norte de Santander,Cúcuta,Territorial,Salud y Protección Social
1096,ALCALDIA MUNICIPIO DE APARTADO,890980095,Antioquia,Apartadó,Territorial,Servicio Público
1097,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC NEIVA,800131039,Huila,Neiva,Nacional,defensa
1098,MUNICIPIO DE BELEN,800099199,Boyacá,Belén,Territorial,Servicio Público
1099,FISCALIA GENERAL DE LA NACION REGIONAL ORINOQUIA,800187645,Meta,Villavicencio,Nacional,Ley de Justicia
1100,SENA REGIONAL ANTIOQUIA GRUPO ADMINISTRATIVO INTERCENTROS MEDELLIN,899999034,Antioquia,Medellín,Nacional,Trabajo
1101,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE TUNJA,891800231,Boyacá,Tunja,Territorial,Salud y Protección Social
1102,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,800138564,Boyacá,Chiquinquirá,Territorial,Educación Nacional
1103,AGUAS DEL SOCORRO,900639462,Santander,Socorro,Territorial,Ambiente y Desarrollo Sostenible
1104,INSTITUTO FINANCIERO PARA EL DESARROLLO DE SANTANDER,890205565,Santander,Bucaramanga,Territorial,agricultura
1105,SANTIAGO DE CALI DISTRITO ESPECIAL DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO E INNOVACION INSTITUCIONAL,890399011,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
1106,CONTRALORIA DEPARTAMENTAL DE BOLIVAR,890480306,Bolívar,Cartagena,Territorial,No aplica/No pertenece
1107,ALCALDIA MUNICIPAL DE SABANALARGA,891857823,Casanare,Sabanalarga,Territorial,No aplica/No pertenece
1108,ALCALDIA MUNICIPIO DE TOLEDO,890981367,Antioquia,No Definido,Nacional,No aplica/No pertenece
1109,SENA PUERTO BOYACA,899999034,Boyacá,Boyacá,Nacional,Educación Nacional
1110,E S E CLINICA MATERNIDAD RAFAEL CALVO C,806001061,Bolívar,Cartagena,Territorial,Salud y Protección Social
1111,MUNICIPIO DE PALESTINA CALDAS,890801141,Caldas,Palestina,Territorial,No aplica/No pertenece
1112,ALCALDIA MUNICIPAL DE SUESCA,899999430,Cundinamarca,Suesca,Territorial,Servicio Público
1113,MUNICIPIO DE SACHICA,800019846,Boyacá,Sáchica,Territorial,Servicio Público
1114,HOSPITAL SANTO DOMINGO EMPRESA SOCIAL DEL ESTADO,800031724,No Definido,No Definido,Territorial,Salud y Protección Social
1115,SANTIAGO DE CALI DISTRITO ESPECIAL SECRETARIA DE GOBIERNO,890399011,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
1116,ALCALDIA MUNICIPAL DE ARATOCA,890205334,Santander,Aratoca,Territorial,Planeación
1117,ALCALDIA LA CUMBRE,800100521,Valle del Cauca,La Cumbre,Territorial,Servicio Público
1118,CORPORACION GILBERTO ECHEVERRI MEJIA,900679194,Antioquia,Medellín,Territorial,Educación Nacional
1119,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE TUNJA,800165804,Boyacá,Tunja,Nacional,Ley de Justicia
1120,FONDO DE VIVIENDA DE INTERES SOCIAL DEL DEPARTAMENTO DEL HUILA,900094866,No Definido,No Definido,Territorial,"Vivienda, Ciudad y Territorio"
1121,EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA EDUR,900118630,Risaralda,Pereira,Territorial,"Vivienda, Ciudad y Territorio"
1122,MUNICIPIO DE ITAGUI,890980093,Antioquia,Itagui,Territorial,"Vivienda, Ciudad y Territorio"
1123,ESE BLANCA ALICIA HERNANDEZ,804009658,No Definido,No Definido,Territorial,No aplica/No pertenece
1124,ALCALDIA MUNICIPAL DE PUERTO SALGAR,899999413,Cundinamarca,Puerto Salgar,Territorial,Servicio Público
1125,ALCALDIA MUNICIPAL DE LURUACO,890103003,Atlántico,Luruaco,Territorial,Servicio Público
1126,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,899999007,Distrito Capital de Bogotá,Bogotá,Nacional,Ley de Justicia
1127,ALCALDIA MUNICIPIO DE BALBOA RISARALDA,890801143,Risaralda,Balboa,Territorial,Servicio Público
1128,ALCALDIA DE GUATEQUE,800013683,Boyacá,Guateque,Territorial,Servicio Público
1129,ESE HOSPITAL LAURA PERDOMO DE GARCIA2,813003431,Huila,No Definido,Territorial,Salud y Protección Social
1130,COLEGIO GABRIEL BETANCOURT MEJIA I E D,900143276,Distrito Capital de Bogotá,No Definido,Territorial,Educación Nacional
1131,MUNICIPIO DE RIOBLANCO,890702040,Tolima,Rioblanco,Territorial,Servicio Público
1132,ICBF REGIONAL CESAR,899999239,Cesar,Valledupar,Nacional,Salud y Protección Social
1133,ESCUELA TALLER CARTAGENA DE INDIAS,800169265,No Definido,No Definido,Territorial,Educación Nacional
1134,ESCUELA DE SUBOFICIALES FAC CT ANDRES M DIAZ,800141642,Cundinamarca,No Definido,Nacional,defensa
